0.0028502282341393,1.39785179476311e-07,4.04267534255261e-08,1.505417630441e-09,1.3513271330687e-07,6.37593827821617e-08,1.02164121081909e-07,7.90253649299373e-08,1.81585802658158e-08,2.81845044093324e-07,6.3921749988366e-08,6.94458921692387e-08,7.51436712714956e-08,1.0543290849908e-07,5.2998979584201e-08,4.06396108403064e-08,1.10155368357019e-07,-8.57182878175372e-08,-8.57751960106989e-08,9.51249780817126e-08,-9.05109916317932e-09,1.23571519497143e-07,2.56322693101933e-07,9.2458409553406e-08,-6.12465017318065e-08,-1.63585610595918e-08,1.99527842197698e-07,1.39325669472087e-07,-3.86268612447488e-08,6.75888618144527e-08,8.41674449582596e-08,1.40270576257616e-08,1.15691336673794e-07,7.04483356549646e-08,1.81013467089042e-07,2.12877697175574e-07,8.29450644759981e-08,-7.05530201498736e-08,5.34164759094981e-08,4.78683439836187e-08,9.77966403363497e-08,4.39627092314937e-09,7.7769081736086e-08,1.50366816712592e-07,9.95346572969204e-08,4.04852594528614e-07
1.39785179476311e-07,0.00143097448656745,1.23350924150156e-07,4.59336058951458e-09,4.1231965609179e-07,1.94543912706511e-07,3.11725223586337e-07,2.41123784856197e-07,5.54058257774631e-08,8.59971274223106e-07,1.95039330795769e-07,2.11894704661068e-07,2.29279882997527e-07,3.21699013579178e-07,1.61711553780091e-07,1.24000398980573e-07,3.36108278196775e-07,-2.61545365950312e-07,-2.61719005375282e-07,2.90247248712623e-07,-2.7616896034197e-08,3.7704390872474e-07,7.82096962919023e-07,2.82110961120738e-07,-1.86876559442249e-07,-4.99135709273478e-08,6.08803370127469e-07,4.25113288379216e-07,-1.17859056882641e-07,2.06228496246392e-07,2.56813402987816e-07,4.27996406991386e-08,3.52999736206087e-07,2.14953380411531e-07,5.52311935960674e-07,6.49536716470137e-07,2.53083651044518e-07,-2.15272795850493e-07,1.62985426975215e-07,1.46056855116856e-07,2.98399078384864e-07,1.34139903711023e-08,2.37290588276577e-07,4.58802259181761e-07,3.03702150734465e-07,1.23529438918933e-06
4.04267534255261e-08,1.23350924150156e-07,0.00178206046057301,1.32842878367019e-09,1.19245438835276e-07,5.62633236147614e-08,9.01528960198352e-08,6.97345157185496e-08,1.6023713425376e-08,2.48709103399225e-07,5.64066016433193e-08,6.12812818182872e-08,6.63091847798164e-08,9.30373788403252e-08,4.676799883377e-08,3.58616955891524e-08,9.72046288300673e-08,-7.56405654624789e-08,-7.56907830767104e-08,8.39413305480719e-08,-7.9869800971431e-09,1.09043470743583e-07,2.26187362589024e-07,8.15882649834061e-08,-5.40458768081544e-08,-1.44353187657448e-08,1.7606976519956e-07,1.22945437789659e-07,-3.40855808134299e-08,5.96425786932784e-08,7.42720520004636e-08,1.23779253832729e-08,1.02089744766523e-07,6.21658700903475e-08,1.59732086997399e-07,1.87850105253927e-07,7.31933842710594e-08,-6.22582470450404e-08,4.7136410976943e-08,4.2240561481824e-08,8.62988909801663e-08,3.87941041544274e-09,6.86259311494527e-08,1.32688500114983e-07,8.78325728703224e-08,3.57254909760701e-07
1.505417630441e-09,4.59336058951458e-09,1.32842878367019e-09,0.00583900751398923,4.44047989910934e-09,2.09514225456918e-09,3.35712733780595e-09,2.59678456758498e-09,5.96693492593544e-10,9.26146765156652e-09,2.10047766372202e-09,2.28200175003473e-09,2.46923156992062e-09,3.46454015047886e-09,1.74155389733439e-09,1.33542330815341e-09,3.61972084329827e-09,-2.81671495173398e-09,-2.81858496293738e-09,3.12582011223174e-09,-2.97420387080319e-10,4.06057745013521e-09,8.42279962084383e-09,3.03819629665236e-09,-2.01256863105571e-09,-5.37544609191066e-10,6.55651285991378e-09,4.57826102637208e-09,-1.26928407434169e-09,2.22097947229997e-09,2.76575403801606e-09,4.6093107957802e-10,3.80163353809424e-09,2.31494218347552e-09,5.94812789891724e-09,6.99519096556735e-09,2.72558644404332e-09,-2.31838213065054e-09,1.75527288509884e-09,1.57296049240287e-09,3.21361130837227e-09,1.44462078704455e-10,2.55550292575768e-09,4.94107467219322e-09,3.27072278929251e-09,1.33035129992848e-08
1.3513271330687e-07,4.1231965609179e-07,1.19245438835276e-07,4.44047989910934e-09,0.00543355684368223,1.88068913169875e-07,3.01350081798559e-07,2.33098468754063e-07,5.35617552473448e-08,8.31348874659698e-07,1.885478422729e-07,2.04842219207227e-07,2.21648767145506e-07,3.10991914421551e-07,1.56329312715708e-07,1.19873297213307e-07,3.24921595892987e-07,-2.52840358943013e-07,-2.5300821913192e-07,2.80586957754256e-07,-2.66977236656711e-08,3.64494766989491e-07,7.56066451853151e-07,2.72721469991851e-07,-1.80656752207148e-07,-4.82522989598513e-08,5.88540584802366e-07,4.10964254842373e-07,-1.13936357230483e-07,1.99364599046735e-07,2.48265889769777e-07,4.13751414699431e-08,3.41250855983785e-07,2.07799093139316e-07,5.33929353438964e-07,6.27918204332383e-07,2.44660275054772e-07,-2.0810787748327e-07,1.57560787625358e-07,1.41195648944701e-07,2.88467470310397e-07,1.2967532909499e-08,2.29392852347637e-07,4.43531956583854e-07,2.93594040653182e-07,1.1941801210206e-06
6.37593827821617e-08,1.94543912706511e-07,5.62633236147614e-08,2.09514225456918e-09,1.88068913169875e-07,0.00151580440421497,1.42185372783847e-07,1.09982358316714e-07,2.52719298808476e-08,3.92253584108653e-07,8.89621302943028e-08,9.66502717570833e-08,1.04580069783192e-07,1.46734658311289e-07,7.37605295238775e-08,5.65595647075231e-08,1.5330707050695e-07,-1.1929713267888e-07,-1.19376333797369e-07,1.32388751808081e-07,-1.25967305840025e-08,1.71978796265288e-07,3.56733237517292e-07,1.28677595325396e-07,-8.52388939308902e-08,-2.2766780331821e-08,2.77689861403408e-07,1.93904396596975e-07,-5.3758350851482e-08,9.40657778029439e-08,1.17138770548022e-07,1.95219456347146e-08,1.61011670815791e-07,9.80454073409192e-08,2.51922759422727e-07,2.96269320479044e-07,1.15437540970422e-07,-9.81911004059179e-08,7.43415737301958e-08,6.66200449020599e-08,1.36106997407469e-07,6.11844367129265e-09,1.08233945152208e-07,2.09270746541824e-07,1.38525856267374e-07,5.63447484948335e-07
1.02164121081909e-07,3.11725223586337e-07,9.01528960198352e-08,3.35712733780595e-09,3.01350081798559e-07,1.42185372783847e-07,0.0102711466527048,1.762289796677e-07,4.04941891163158e-08,6.28523064575539e-07,1.42547456617389e-07,1.54866462558552e-07,1.67572684142634e-07,2.35118609128398e-07,1.18189344697537e-07,9.06275745620311e-08,2.45649838981294e-07,-1.91154402315505e-07,-1.91281309325988e-07,2.12131609175295e-07,-2.01842278338408e-08,2.75568266167147e-07,5.71607441624332e-07,2.06185079837859e-07,-1.36581571220602e-07,-3.6480091258288e-08,4.44953187840041e-07,3.107005022293e-07,-8.61390814324368e-08,1.50725228096351e-07,1.87695975328705e-07,3.12807673247649e-08,2.57995217567054e-07,1.57101942177288e-07,4.03665565347234e-07,4.74723772557349e-07,1.8497002948403e-07,-1.57335391801231e-07,1.19120374266174e-07,1.06747870460259e-07,2.18089497678168e-07,9.80381855643784e-09,1.73427429739745e-07,3.35322598113072e-07,2.21965328632927e-07,9.02833662493728e-07
7.90253649299373e-08,2.41123784856197e-07,6.97345157185496e-08,2.59678456758498e-09,2.33098468754063e-07,1.09982358316714e-07,1.762289796677e-07,0.00379019340282771,3.13228170376285e-08,4.86171309643459e-07,1.10262435184972e-07,1.1979135717603e-07,1.29619795838539e-07,1.81867505846739e-07,9.14210977067461e-08,7.01016861559223e-08,1.90013558232575e-07,-1.47860581982943e-07,-1.47958746316071e-07,1.64086742495562e-07,-1.56127802354355e-08,2.13155876704598e-07,4.42146285727991e-07,1.5948701955975e-07,-1.05647740068735e-07,-2.821785665882e-08,3.44177463413081e-07,2.40331148671068e-07,-6.66297744535026e-08,1.16588054870189e-07,1.4518544073158e-07,2.41961074685518e-08,1.99562879830083e-07,1.21520531672841e-07,3.12240914651822e-07,3.67205423684737e-07,1.43076883805005e-07,-1.21701108195494e-07,9.21412619938066e-08,8.2570958662213e-08,1.68695251903419e-07,7.58338965700342e-09,1.34148522777938e-07,2.59376681407507e-07,1.71693260914439e-07,6.98354362510469e-07
1.81585802658158e-08,5.54058257774631e-08,1.6023713425376e-08,5.96693492593544e-10,5.35617552473448e-08,2.52719298808476e-08,4.04941891163158e-08,3.13228170376285e-08,0.00470961795117707,1.11713255065946e-07,2.5336286411151e-08,2.75258580123037e-08,2.97842530541874e-08,4.17898190737826e-08,2.10068924347105e-08,1.61080824613707e-08,4.36616325887079e-08,-3.39756513426787e-08,-3.39982077070046e-08,3.7704125590607e-08,-3.58753070395879e-09,4.89793131572678e-08,1.01597111582366e-07,3.66471935763797e-08,-2.42759140643135e-08,-6.48394620540822e-09,7.90856720574749e-08,5.5223692511745e-08,-1.53103007949386e-08,2.67897978613907e-08,3.33609529204907e-08,5.55982196320813e-09,4.58558916454825e-08,2.79231906145865e-08,7.17472385733827e-08,8.43770752078637e-08,3.28764451902171e-08,-2.7964683789387e-08,2.11723729867175e-08,1.89732927120612e-08,3.87630765750476e-08,1.74252393387541e-09,3.08248714898498e-08,5.96000068154685e-08,3.94519640899932e-08,1.60469031137937e-07
2.81845044093324e-07,8.59971274223106e-07,2.48709103399225e-07,9.26146765156652e-09,8.31348874659698e-07,3.92253584108653e-07,6.28523064575539e-07,4.86171309643459e-07,1.11713255065946e-07,0.00777057597431102,3.93252482087214e-07,4.27237512603841e-07,4.62290773422811e-07,6.48632945257032e-07,3.26054594459162e-07,2.50018621782377e-07,6.77685952426416e-07,-5.27346786510817e-07,-5.27696890946569e-07,5.85217609748383e-07,-5.56831940956809e-08,7.6022334755204e-07,1.57692077103584e-06,5.68812635031592e-07,-3.76794108884306e-07,-1.00639371438212e-07,1.22751362727133e-06,8.57144326435573e-07,-2.37636001243716e-07,4.15812891149269e-07,5.17805858675626e-07,8.62957479842949e-08,7.11743738418257e-07,4.33404637080027e-07,1.11361148962495e-06,1.30964316231238e-06,5.10285661578522e-07,-4.34048665716078e-07,3.28623070231731e-07,2.94490452598508e-07,6.01653921537813e-07,2.70462628568678e-08,4.78442539948068e-07,9.25070479242861e-07,6.12346361650583e-07,2.49069037857697e-06
